,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
,,,,,,,,,,,목09:00-09:50 (Y2535),,,,,
,,,,,,,,, 0112,55 ,화11:00-11:50 (Y2535),,,,,
,,,,,,,,,,,목10:00-11:50 (Y2535),,,,,
,,,,,,,,, 0113,55 ,화14:00-14:50 (Y2535),,,,,
,,,,,,,,,,,목13:00-14:50 (Y2535),,,,,
,,,,,,,,, 0114,55 ,화15:00-16:50 (Y2535),,,,,
,,,,,,,,,,,목15:00-15:50 (Y2535),,,,,
,한국근현대사의이해,교선111,,,3 ,3 ,유정희,, 0115,55 ,월11:00-11:50 (Y2508),,,,,
,,,,,,,,,,,수10:00-11:50 (Y2508),,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,6 / 77,,,,,,출력일자 : 2025-07-23,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
전학년,한국근현대사의이해,교선111,,,3 ,3 ,유정희,, 0116,55 ,월13:00-13:50 (Y2508),,,,,
,,,,,,,,,,,수13:00-14:50 (Y2508),,,,,
,역사와문명,교선112,,,3 ,3 ,유정희,, 0117,55 ,화10:00-11:50 (Y2508),,,,,
,,,,,,,,,,,목11:00-11:50 (Y2508),,,,,
,,,,,,,,, 0118,55 ,화13:00-14:50 (Y2508),,,,,
,,,,,,,,,,,목13:00-13:50 (Y2508),,,,,
,세계화와사회변화,교선113,,,3 ,3 ,김효정,, 0119,55 ,월09:00-10:50 (Y9106),,,,,
,,,,,,,,,,,수09:00-09:50 (Y9106),,,,,
,,,,,,,,, 0120,55 ,수10:00-10:50 (Y9106),,,,,
,,,,,,,,,,,금09:00-10:50 (Y9106),,,,,
,,,,,,,,, 0121,55 ,수13:00-13:50 (Y9106),,,,,
,,,,,,,,,,,금11:00-12:50 (Y9106),,,,,
,민주주의와현대사회,교선114,,,3 ,3 ,김희진,, 0122,55 ,월13:00-14:50 (Y2526),,,,,
,,,,,,,,,,,수13:00-13:50 (Y2526),,,,,
,환경과인간,교선120,,,3 ,3 ,신지혜,, 0123,55 ,월13:00-14:50 (Y5120),,,,,
,,,,,,,,,,,수13:00-13:50 (Y5120),,,,,
,,,,,,,,, 0124,55 ,월15:00-16:50 (Y5120),,,,,
,,,,,,,,,,,수15:00-15:50 (Y5120),,,,,
,,,,,,,이기세,, 0125,55 ,화16:00-16:50 (Y8326),,,,,
,,,,,,,,,,,목15:00-16:50 (Y8326),,,,,
,,,,,,,조성경,, 0126,55 ,월09:00-10:50 (Y2532),,,,,
,,,,,,,,,,,수09:00-09:50 (Y2532),,,,,
,기독교와문화,교필122,,,2 ,2 ,김민채,, 0127,50 ,월11:00-12:50 (Y2523),,,,,
,,,,,,,,, 0128,50 ,월13:00-14:50 (Y2523),,,,,
,,,,,,,미배정,, 0129,50 ,화12:00-13:50 (Y2523),,,,,
,,,,,,,하쥬리,, 0130,50 ,화09:00-10:50 (Y2523),,,,,
,,,,,,,,, 0131,50 ,화15:00-16:50 (Y2523),,,,,
,,,,,,,,, 0132,50 ,수09:00-10:50 (Y2523),,,,,
,,,,,,,,, 0133,50 ,수13:00-14:50 (Y2523),,,,,
,,,,,,,박진숙,, 0134,50 ,목10:00-11:50 (Y2526),,,,,
,영어4,교필124,,,2 ,2 ,이보경,, 0135,30 ,월10:00-10:50 (Y9515),,,,,
,,,,,,,,,,,수10:00-10:50 (Y9515),,,,,
,,,,,,,,, 0136,30 ,월11:00-11:50 (Y9515),,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,7 / 77,,,,,,출력일자 : 2025-07-23,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
